,abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
8779,"At the end of her life, a dog reflects on happiness and heartbreak. But the film stays buoyant through its unique and lively animation.",2020-06-11T11:00:09+0000,Review,310,10.0,‘Marona’s Fantastic Tale’ Review: A Dog’s Life for Better or Worse,Movies,
8780,Activists set out to show that police brutality was pervasive. The police have now made that clear.,2020-06-10T09:00:19+0000,Op-Ed,1068,,Black Lives Matter Is Winning,Opinion,
8781,"Judd Apatow’s film should be a meatier Oedipal comedy, but it’s unwilling to explore the tragedy just below its surface.",2020-06-11T17:32:32+0000,Review,876,4.0,‘The King of Staten Island’ Review: Pete Davidson Gets (Even More) Personal,Movies,
8782,The memorial to George Floyd near Cup Foods in Minneapolis has become a place for the community to reflect.,2020-06-11T09:00:40+0000,News,378,11.0,"After Tragedy, Making a Place to Gather for Support and Solidarity",U.S.,
8783,"Why intentional underbidding is an unbeatable spades strategy (dishonorable too, but I don’t care).",2020-06-11T09:00:04+0000,News,1344,,The Remorseless Confessions of a Champion Underbidder,Style,
8784,Protests were staged across the country to raise awareness about a profession that faces months of hardship amid the slow emergence from the coronavirus lockdown.,2020-06-10T10:29:57+0000,News,1045,4.0,"As Italy Reopens, Tour Guides Plead for More Aid, and Tourists",World,Europe
8786,"As public-health experts have known since the 19th century, information can be the best medicine. What new data streams could help quell future outbreaks?",2020-06-11T03:26:08+0000,Interactive Feature,0,45.0,How Data Became One of the Most Powerful Tools to Fight an Epidemic,Magazine,
8787,"Kennedy Mitchum, 22, said the dictionary definition needed to be expanded to include systemic racism. The dictionary’s editors agreed.",2020-06-10T18:26:17+0000,News,919,,Merriam-Webster Revises ‘Racism’ Entry After Missouri Woman Asks for Changes,U.S.,
8792,At least a dozen treatments are being evaluated for virus patients whose immune systems go on the attack.,2020-06-11T22:09:41+0000,News,1407,7.0,Coronavirus Can Set Off a ‘Cytokine Storm.’ These Drugs May Calm It.,Health,
8793,New York City public health officials have frank new advice for people who are looking for companionship and physical intimacy during the pandemic.,2020-06-11T09:00:43+0000,News,1554,,"Masks, No Kissing and ‘a Little Kinky’: Dating and Sex in a Pandemic",Well,Live
8794,He is the best choice to represent one of the nation’s most vulnerable congressional districts.,2020-06-11T22:34:28+0000,Editorial,614,24.0,Ritchie Torres for Congress in the Bronx,Opinion,
8795,"The Ford Foundation and four others plan to substantially increase their spending, a splurge financed in part by issuing debt.",2020-06-10T20:09:27+0000,News,1717,1.0,"Leading Foundations Pledge to Give More, Hoping to Upend Philanthropy",Business Day,
8797,"New legislation aimed at supporting the semiconductor industry is a sign of shifting consensus in Washington, where industrial plans are now in vogue",2020-06-11T20:48:55+0000,News,1158,1.0,Lawmakers Push to Invest Billions in Semiconductor Industry to Counter China,Business Day,Economy
8798,"The “Tonight Show” host was forced to publicly reckon with a blackface clip from his past and his own role in systemic racism. But will it lead to a true change, or was it just lip service?",2020-06-11T14:57:48+0000,News,3359,16.0,Jimmy Fallon Is Sorry. But What Does That Mean?,Arts,Television
8799,His quiet generosity made him popular in town in Italy and among his colleagues in his country’s Coast Guard. He died of the novel coronavirus.,2020-06-11T18:34:23+0000,Obituary (Obit),481,24.0,"Salvatore Scilanga, Who Rescued Migrants at Sea, Dies at 51",Obituaries,
8802,"A reader criticizes the president’s rejection of calls to rename the bases. Also: Hillary Clinton and the pandemic; the Cold War, in context; candor about mental illness.",2020-06-11T20:43:18+0000,Letter,615,24.0,Trump and the Confederate Base Names,Opinion,Letters
8804,Their wedding was supposed to be hush-hush. And then it was enveloped in a Philadelphia Black Lives Matter protest march and went viral.,2020-06-11T18:05:02+0000,News,882,11.0,‘Just Plain Love’ Among the Protesters,Fashion & Style,Weddings
8805,Our city is a coronavirus hot spot. We were only trying to protect him.,2020-06-11T14:00:03+0000,News,864,6.0,We Told Our Son Not to Protest. He Did Anyway. Now What?,Style,
8806,A public health program takes free tests and fellowship to communities in New York that have been devastated by Covid-19.,2020-06-10T21:08:21+0000,News,1110,6.0,"Black and Latino Churches Offer Prayers, Hope and Coronavirus Testing",Health,
8813,"The chef Dani García plans his restaurant for later this year, pizza for delivery and takeout in Park Slope, Brooklyn, and more restaurant news.",2020-06-09T15:55:21+0000,News,770,6.0,"Casa Dani, From a Michelin Chef, to Open in Manhattan West",Food,
8814,Here’s what you need to know.,2020-06-09T20:36:46+0000,briefing,1444,,"Moscow Lockdown, George Floyd, North Korea: Your Wednesday Briefing",Briefing,
8815,Here’s what you need to know.,2020-06-10T04:31:54+0000,briefing,1622,,"George Floyd, Europe’s Statues, Moscow Reopens: Your Wednesday Briefing",Briefing,
8816,"A patchwork of state and U.S. recommendations has hampered efforts to devise a uniform policy, leading to disputes over whether insurers or employers should cover testing costs.",2020-06-09T09:00:24+0000,News,1751,1.0,Testing Nursing Home Workers Can Help Stop Coronavirus. But Who Should Pay?,Health,
8817,And what else you need to know today.,2020-06-10T10:32:55+0000,briefing,1691,,Georgia’s Long Lines,Briefing,
8818,Governments are impatient to open their economies and consumers are willing — if also wary.,2020-06-10T10:55:06+0000,News,1323,,"Reopening, Ready or Not",Business Day,DealBook
8828,,2020-06-09T21:50:53+0000,,0,,South Carolina Primary Election Results: First Congressional District,U.S.,Elections
8834,The American Heart Association says the industry is hoping to profit from the virus. Also: Nursing homes of the future; learning how to cook.,2020-06-09T18:28:14+0000,Letter,344,26.0,Big Tobacco in the Pandemic,Opinion,Letters
8836,"Amid protests in which his company’s products have been used by the police, the ex-Whitney Museum trustee said that the company, Safariland, would sell off its crowd-control products divisions.",2020-06-09T16:35:15+0000,News,797,2.0,Warren Kanders Says He Is Getting Out of the Tear Gas Business,Arts,Art & Design
8839,"Some members of the D.C. Guard — comprising more than 60 percent people of color — have not told family they were part of the crackdown. Guard leadership, concerned about public opposition, even warned against buying food from vendors.",2020-06-10T21:57:52+0000,News,1852,1.0,"Aggressive Tactics by National Guard, Ordered to Appease Trump, Wounded the Military, Too",U.S.,Politics
8840,"Amid a national reckoning over racism and police brutality, many Democrats have been increasingly vocal in urging that Joe Biden give deeper consideration to placing a black woman on the ticket.",2020-06-10T09:00:19+0000,News,1482,12.0,A Black Running Mate for Biden? More Democrats Are Making the Case,U.S.,Politics
8841,Volunteers have provided first aid at protests since at least the 1960s. Many of them owe their training to Ann Hirschman.,2020-06-10T15:26:12+0000,News,1037,4.0,Meet the ‘Grandmother of Street Medics’,Style,
8842,"Nicole Taylor spoke to chefs across the country about Juneteenth, and brought back four recipes. Make them soonest.",2020-06-10T14:48:06+0000,News,566,,What to Cook Right Now,Food,
8860,Republicans have been startled by the extent to which public opinion has shifted in recent days after the killings of unarmed black Americans by the police and the protests that have followed.,2020-06-10T00:03:54+0000,News,1749,1.0,G.O.P. Scrambles to Respond to Public Demands for Police Overhaul,U.S.,Politics
8861,Garrison Kenneth Courtney pretended to be a C.I.A. officer to bilk companies.,2020-06-11T22:04:05+0000,News,876,,Former D.E.A. Spokesman Pleads Guilty to $4.4 Million Fraud,U.S.,
8862,Daniel Karslake’s documentary follows four families navigating issues of faith in relation to the sexual orientations and gender identities of their children.,2020-06-11T15:15:07+0000,Review,269,5.0,‘For They Know Not What They Do’ Review: Where Faith Meets L.G.B.T.Q. Life,Movies,
8863,An industry revitalized itself with just the kind of large gathering spaces that now seem like breeding grounds for disease.,2020-06-11T09:00:41+0000,News,2348,1.0,Hotels Transformed New York’s Social Life. Now What?,Style,
8864,"Protests against police violence have spread across the U.S., spurring calls to defund the police. These books may offer helpful context.",2020-06-10T20:18:03+0000,Interactive Feature,0,,5 Books to Read About Race and the Police,Burst,
8865,Local governments should not shore up their budgets by preying on the very people Covid-19 hit the hardest.,2020-06-11T09:00:10+0000,Op-Ed,1134,25.0,The Scandal of the Predatory City,Opinion,
8866,"The high school student, saying families should decide for themselves how many hours to spend online, is hoping for a rare victory in a constitutional challenge to Japan’s laws.",2020-06-11T04:08:00+0000,News,1190,3.0,A Government in Japan Limited Video Game Time. This Boy Is Fighting Back.,Business Day,
