abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
"“The darkest winter in modern history” may soon be upon us, while Trumpists are obsessed with a new conspiracy theory.",2020-05-15T09:00:32+0000,Op-Ed,1130,,Obamagate Is a Fake Scandal. Rick Bright Described a Real One.,Opinion,
"Months ago, I called for a long lockdown. Now we must minimize collateral damage.",2020-05-14T09:00:17+0000,Op-Ed,1341,27,How to Reopen America Safely,Opinion,
Twenty consumer groups said the video app had failed to make some changes it agreed to carry out last year to settle federal charges.,2020-05-14T04:00:06+0000,News,530,,"TikTok Broke Privacy Promises, Children’s Groups Say",Technology,
"In an interview with a Dublin radio station, the actor praised the people of Dalkey, the coastal town whose residents have adopted him as one of their own during the coronavirus epidemic.",2020-05-13T19:36:06+0000,News,624,12,Matt Damon Dishes About His Irish Lockdown in Radio Interview,World,Europe
The U.S. dropped its criminal case against President Trump’s first national security adviser. It was the latest reversal in a case full of them.,2020-05-14T10:00:05+0000,News,273,,The Saga of Michael Flynn,Podcasts,The Daily
"In this week’s newsletter, Marc Stein looks at the health, safety and financial implications of the N.B.A. decision to restart or cancel the 2019-20 season.",2020-05-13T14:00:07+0000,News,2356,,"Can the N.B.A. Come Back, and Stay Back?",Sports,Pro Basketball
The pandemic presented a photographer with an unusual problem: shoot in a socially distant way without sacrificing intimacy. The solution required some unconventional thinking and a lot of patience.,2020-05-14T09:00:14+0000,News,775,2,"A Phone, a Window and a Toaster Oven: How I Took Portraits From Miles Away",Reader Center,
The six cats in a laboratory experiment cleared the virus from their bodies on their own. And there are no reports of humans contracting the virus from cats.,2020-05-14T01:54:54+0000,News,409,,"Cats Can Transmit the Coronavirus to Each Other, but They Probably Won’t Get Sick From It",Science,
Michael Schlossberg calls us out.,2020-05-14T02:00:06+0000,News,707,,Leaves Before Paying the Check,Crosswords & Games,
"The Parliament approved a measure to stop insiders from siphoning aid money, but other forms of fraud persist.",2020-05-13T18:07:22+0000,News,843,14,Ukraine Passes a Critical Anticorruption Bill,World,Europe
"Informed by Italy’s rich tradition of leather work, the Galleria is assembled from 83 fastidiously crafted pieces.",2020-05-13T21:12:18+0000,News,764,,The Making of Prada’s Most Iconic Bag,T Magazine,
Orders that have effectively sealed the United States to migrants seeking protection from persecution would remain in place until a health official declared the virus no longer a threat.,2020-05-14T01:48:00+0000,News,769,12,Trump Administration Plans to Extend Virus Border Restrictions Indefinitely,U.S.,Politics
"The doctor, Jonathan Yates, worked at a hospital in West Virginia. He was accused of causing bodily injury to some veterans and abusive sexual contact while they were incapacitated, according to the federal indictment.",2020-05-13T03:33:23+0000,News,322,,Former Veterans Affairs Doctor Is Charged With Sexual Abuse of Patients,U.S.,
Here’s what you need to know at the end of the day.,2020-05-13T21:39:32+0000,briefing,1181,,"Texas, Vaccines, Tomatoes: Your Wednesday Evening Briefing",Briefing,
"Hard-core music, theater and movie aficionados from around the world told us how they’re coping in coronavirus lockdown.",2020-05-13T09:00:48+0000,News,2292,11,Missing the Acts You Love? Spare a Thought for These Superfans,Arts,
"We cannot forget what happened at Jackson State College in 1970, and the injustice that followed.",2020-05-14T09:00:16+0000,Op-Ed,978,,"50 Years Ago, Police Fired on Students at a Historically Black College",Opinion,
"We asked students to tell us what they’re reading in The Times right now, and learned that, like many of us, they are both trying to understand this crisis — and distract themselves from it.",2020-05-14T16:09:34+0000,News,3416,,33 Teen-Chosen Quarantine Reads: The Results of Our Special April Challenge,The Learning Network,
A retired judge will also examine whether the former national security adviser committed perjury.,2020-05-13T23:20:18+0000,News,1344,1,Judge Appoints Outsider to Take On Justice Dept. in Flynn Case,U.S.,Politics
"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-14T09:00:18+0000,News,517,,"Thursday’s Livestreaming Events: A 1985 Prince Concert, Elvis Costello, Sheryl Crow and More",Arts,
"About 100 children now may have a rare inflammatory illness tied to the virus, and their cases are under investigation by state health officials.",2020-05-13T09:22:26+0000,briefing,1293,,Coronavirus in N.Y.C.: Latest Updates,New York,
"A fourth region of upstate New York has met the criteria to start gradually reopening, the governor said.",2020-05-14T09:08:44+0000,briefing,1210,,Coronavirus in N.Y.C.: Latest Updates,New York,
"Alejandro González Iñárritu, Clint Eastwood and other auteurs share memories from the film festival, like the rapturous boos and the police chief in love with movies.",2020-05-13T18:44:30+0000,News,4823,10,"We Miss You, Cannes: 23 Filmmakers Relive Indelible Moments",Movies,
"Lauren Sandler talks about “This Is All I Got,” and Sarah Weinman discusses classic mysteries.",2020-05-15T17:17:21+0000,News,368,,One Young Mother and the Homelessness Crisis,Books,Book Review
Armed militia-style protesters have helped businesses across Texas defy coronavirus lockdowns and reopen. Protesters say they are enforcing the Constitution.,2020-05-13T18:59:05+0000,News,1512,1,Businesses Chafing Under Covid-19 Lockdowns Turn to Armed Defiance,U.S.,
"The federal government doesn’t seem willing to mobilize, so states will have to do the heavy lifting.",2020-05-13T19:44:59+0000,Op-Ed,1162,,Too Many States Are Flying Blind Into Reopening. Not Indiana.,Opinion,
"President Trump’s re-election team has launched a long-promised barrage of negative ads against Joseph R. Biden Jr., focusing on his age and his past comments on China.",2020-05-15T18:45:23+0000,News,1166,,"‘Geriatric,’ ‘China’s Puppet’: Trump Campaign Unleashes Ads Attacking Biden",U.S.,Politics
"The central bank said the financial system “amplified” the shock in March, and warned that vulnerabilities remain heightened.",2020-05-15T20:01:44+0000,News,830,3,Fed Warns of Financial Risks as Coronavirus Downturn Persists,Business Day,Economy
"A lucky group of concertgoers experienced live music for the first time since lockdown, in a series of ultra-intimate recitals.",2020-05-13T16:08:11+0000,News,847,2,"Solo for Flute, Airport Terminal and One Listener",Arts,Music
"The campaign pledged to expand its operation, and expects on-the-ground organizing to take place sometime this year. But when the candidate leaves his home will be determined by public health guidance, officials said.",2020-05-15T17:46:03+0000,News,1109,22,How the Biden Campaign Aims to Win Battleground States,U.S.,Politics
"Sweetened peanut butter topped with a simple chocolate shell, you’ll want to keep these treats on hand in the fridge — if they last that long.",2020-05-15T18:09:42+0000,News,472,,These No-Bake Bars Are the Next Best Thing to a Peanut Butter Cup,Food,
Writers today might be unwittingly following in the path of the greatest literary recluse.,2020-05-15T05:47:12+0000,News,0,,Is Lockdown Turning You Into J.D. Salinger?,Books,
"Corrections that appeared in print on Friday, May 15, 2020.",2020-05-15T02:52:20+0000,News,314,21,"Corrections: May 15, 2020",Corrections,
"In this lesson, students will learn about research that reveals a more complex understanding of insects’ capabilities. Then they can choose to observe an insect, compare predator hunting styles or read a scientific research article.",2020-05-15T08:00:02+0000,News,716,,Lesson of the Day: ‘Praying Mantises: More Deadly Than We Knew’,The Learning Network,
"With jobs lost and stores closed, people are now reviving their old gadgets on their own.",2020-05-14T16:29:44+0000,News,1095,,The Joys of Fixing Your Own Stuff,Technology,
"J. Crew, Neiman Marcus and some other retailers facing bankruptcy after the pandemic have a common problem: large debt loads from leveraged buyouts.",2020-05-15T11:17:59+0000,News,1445,,Private Equity Didn’t Help,Business Day,DealBook
Six ways to survive our pandemic summer.,2020-05-14T19:01:14+0000,Op-Ed,1198,,How We Can Get the Next Phase of the Coronavirus Right,Opinion,
"A poem explores how society erases a woman’s history, sacrifices and identity when it defines her by her husband’s name.",2020-05-15T14:16:57+0000,News,349,,Mrs.,Arts,
"As a philosophy professor in adulthood, he would not speak of the World War II-era radio show (later on TV) that had made him famous and left him embittered.",2020-05-13T20:57:38+0000,Obituary (Obit),1481,24,"Joel Kupperman, Scarred by Success as a ‘Quiz Kid,’ Dies at 83",Arts,Television
"Blanch and freeze kale, collards and other leafy greens to maintain their bright flavor and texture.",2020-05-14T18:12:36+0000,News,664,,How to Preserve and Store Your Hearty Greens,Food,
"At a time when J. Crew and Neiman Marcus needed to be investing money to adjust to changing shopping habits, enormous sums were going to their owners.",2020-05-14T20:03:53+0000,News,1618,1,The Pandemic Helped Topple Two Retailers. So Did Private Equity.,Business Day,
The Chronicles of Now tries to make sense of recent headlines with bite-size fiction.,2020-05-15T20:09:44+0000,News,479,7,A Short Story Collection Based on Our News-Heavy Times,At Home,
"I gathered over three million followers as a beauty guru. In quarantine, I’m wondering if I’ve been wearing makeup all wrong.",2020-05-14T08:50:03+0000,Video,0,,Does It Matter What I Look Like When No One’s Watching?,Opinion,
The fast-food chain distributed a guide to franchise owners with instructions like putting “closed” signs on tables to promote social-distancing and cleaning bathrooms every half-hour.,2020-05-14T20:57:26+0000,News,548,3,McDonald’s Details What Dining In Will Look Like,Business Day,
"As restrictions ease in Louisiana, a restaurant owner in Baton Rouge talks about how the pandemic has affected her business and why the decision to reopen isn’t an easy one.",2020-05-15T10:00:08+0000,News,258,,"Reopening, Warily",Podcasts,The Daily
"Gov. Tom Wolf, a Democrat, said it was a “cowardly act” for Republican officials to flout his virus stay-at-home orders. But conservatives see rising anger that could lift turnout in November.",2020-05-14T14:00:17+0000,News,1307,19,G.O.P. Defiance of Pennsylvania’s Lockdown Has 2020 Implications,U.S.,Politics
Oprah Winfrey addressed graduates in the Class of 2020. More than 75 other celebrities joined her.,2020-05-15T21:32:16+0000,Video,0,,"‘There May Not Be Pomp Because of Our Circumstances,’ Oprah Tells Students",U.S.,
Quarantine is revealing our true colors. And heaps of dog hair on my fiancé’s sweatpants.,2020-05-14T09:00:01+0000,News,167,14,Judge John Hodgman on Lying in Your Dog’s Bed,Magazine,
"With jobless numbers rising, Republicans’ reluctance to negotiate on another round of pandemic relief is proving difficult to sustain.",2020-05-15T09:00:32+0000,News,1281,10,"With Go-Slow Approach, Republicans Risk Political Blowback on Pandemic Aid",U.S.,
"The pilot of the helicopter that crashed in January, killing Mr. Bryant and eight others, didn’t have alcohol or drugs in his system. The victims all died from blunt trauma.",2020-05-15T23:12:58+0000,News,395,,Kobe Bryant Helicopter Crash Autopsies Say Pilot Tested Negative for Drugs,U.S.,
